participant_id,date,automotive,consumer_goods,dining_out,education,entertainment,finance,government_offices,health,home,home_store,lodging,park,personal_services,place_of_mourning,place_of_worship,repair,supermarket,transit,work
EN00039,2016-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21736111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2016-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2016-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6701273148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2016-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7395833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2016-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3090162037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194328703703703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999988425925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999988425925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34027777777777785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17846064814814816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298599537037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843738425925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9201273148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08402777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00039,2017-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03680555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22430555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513773148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6145833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25484953703703705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1076388888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14998842592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5958217592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05694444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2402662037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8874884259259261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736099537037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586099537037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2659722222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1895717592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19096064814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32569444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13194444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28957175925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37361111111111117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2215162037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40901620370370373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07498842592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08680555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20693287037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00041,2016-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29097222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16041666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06804398148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4013888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08957175925925927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35207175925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270717592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44721064814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583217592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6305439814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1486111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0854050925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33402777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05763888888888889,0.0,0.0,0.0,0.0
EN00046,2016-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-04,0.0,0.0,0.006944444444444444,0.0,0.0,0.0,0.0,0.0,0.12498842592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5534606481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4638888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03888888888888889,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5354050925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017361111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-24,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02013888888888889,0.15623842592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3138888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05694444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12915509259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32013888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15484953703703705,0.04027777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-03,0.0,0.009722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.35763888888888895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049305555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0
EN00046,2016-11-15,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-22,0.0,0.0,0.0,0.0,0.0,0.03819444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999884259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4701388888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32082175925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32013888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01943287037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3138888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006944444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050694444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00046,2016-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07430555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00047,2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14443287037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00047,2016-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9437384259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN00047,2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999988425925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
