partition,train,test,train bal,test bal,train (fs),test (fs),train bal (fs),test bal (fs),train (rand)
"0-4, 5-14, 15-27",97.01092089511718,61.51674847334288,96.04900252535846,48.299050550515936,96.64981531383741,60.14885182023704,95.39815016706984,47.948222965398294,33.3189778926213
"0, 1-9, 10-19, 20-27",96.51892261396348,57.40089118585984,96.65941665473265,37.28238215071965,96.27261646121535,56.71209763035805,94.22570942328032,37.29952408107001,25.165087568188344
"0-4, 5-9, 10-14, 15-27",95.287560347066,44.6537184306675,95.36624631132555,40.584629122639576,94.7128771233533,46.82084861362236,94.66303576963941,42.67410223910573,25.552684467413147
base,94.6964406659493,38.355550615579965,95.10542875929785,36.946736634489895,94.4008404358185,39.73657858051204,94.86190733050559,38.68602163865458,20.97329888027562
"0, 1-4, 5-9, 10-14, 15-19, 20-27",94.38402434188687,36.97121991608799,95.64902541471888,29.828286509241746,93.76003419767387,35.83672076923984,95.01626966206994,28.744455457699463,17.140396210163654
