,Unnamed: 0,participant_id,date,category,duration
400,400,EN00046,2016-12-04,home,60.00000000000001
401,401,EN00046,2016-12-04,none,13560.0
402,402,EN00046,2016-12-05,home,0.0
403,403,EN00046,2016-12-05,home_store,4380.0
404,404,EN00046,2016-12-05,none,22140.0
405,405,EN00046,2016-12-06,home,6420.0
406,406,EN00046,2016-12-06,none,19380.0
407,407,EN00047,2016-09-12,home,12479.0
408,408,EN00047,2016-09-12,none,0.0
409,409,EN00047,2016-09-13,home,81539.0
410,410,EN00047,2016-09-13,none,0.0
411,411,EN00047,2016-09-14,home,86399.0
412,412,EN00047,2016-09-15,home,24839.0
413,413,EN00047,2016-09-15,home_store,360.0
414,414,EN00047,2016-09-15,none,4500.0
415,415,EN00047,2016-09-16,home,45240.0
416,416,EN00047,2016-09-16,none,12899.0
417,417,EN00047,2016-09-17,home,21779.0
418,418,EN00047,2016-09-17,none,55500.0
419,419,EN00047,2016-09-18,home,29280.0
420,420,EN00047,2016-09-18,none,37440.0
421,421,EN00047,2016-09-19,none,34560.0
422,422,EN00047,2016-09-20,home,12239.0
423,423,EN00047,2016-09-20,none,0.0
424,424,EN00047,2016-09-21,home,76439.0
425,425,EN00047,2016-09-21,none,0.0
426,426,EN00047,2016-09-22,home,28320.0
427,427,EN00048,2016-08-24,none,46499.0
428,428,EN00048,2016-08-25,none,86399.0
429,429,EN00048,2016-08-26,none,69240.0
430,430,EN00052,2016-09-12,home,15359.000000000002
431,431,EN00052,2016-09-13,home,21359.0
432,432,EN00052,2016-09-13,none,2580.0
433,433,EN00052,2016-09-14,home,25020.0
434,434,EN00052,2016-09-14,none,53159.0
435,435,EN00052,2016-09-15,none,86399.0
436,436,EN00052,2016-09-16,none,86399.0
437,437,EN00052,2016-09-17,none,62280.00000000001
438,438,EN00052,2016-09-18,home,0.0
439,439,EN00052,2016-09-18,none,17040.0
440,440,EN00052,2016-09-19,home,0.0
441,441,EN00052,2016-09-19,none,2700.0
442,442,EN00055,2016-09-12,home,6360.0
443,443,EN00055,2016-09-12,none,0.0
444,444,EN00055,2016-09-13,home,180.0
445,445,EN00055,2016-09-13,none,26280.0
446,446,EN00055,2016-09-14,home,0.0
447,447,EN00055,2016-09-14,none,30600.000000000004
448,448,EN00055,2016-09-15,home,24599.0
449,449,EN00055,2016-09-15,none,17880.0
450,450,EN00055,2016-09-16,home,28200.0
451,451,EN00055,2016-09-16,home_store,0.0
452,452,EN00055,2016-09-17,home,0.0
453,453,EN00055,2016-09-17,none,23580.0
454,454,EN00055,2016-09-18,home,1500.0
455,455,EN00055,2016-09-18,none,22200.0
456,456,EN00055,2016-09-19,none,18240.0
457,457,EN00055,2016-09-19,repair,23039.0
458,458,EN00055,2016-09-20,none,26160.0
459,459,EN00055,2016-09-20,repair,37619.0
460,460,EN00055,2016-09-21,none,19920.0
461,461,EN00055,2016-09-21,repair,46919.0
462,462,EN00055,2016-09-22,none,0.0
463,463,EN00055,2016-09-22,repair,81479.0
464,464,EN00055,2016-09-23,none,25680.0
465,465,EN00055,2016-09-23,repair,44580.0
466,466,EN00055,2016-09-24,none,36000.0
467,467,EN00055,2016-09-24,repair,36359.0
468,468,EN00055,2016-09-25,none,8880.0
469,469,EN00055,2016-09-25,repair,12660.0
470,470,EN00055,2016-09-26,none,15480.000000000002
471,471,EN00055,2016-09-26,repair,11580.000000000002
472,472,EN00055,2016-09-27,none,35880.0
473,473,EN00055,2016-09-27,repair,15179.000000000002
474,474,EN00055,2016-09-28,none,39119.0
475,475,EN00055,2016-09-28,repair,40440.0
476,476,EN00055,2016-09-29,home_store,0.0
477,477,EN00055,2016-09-29,none,76919.0
478,478,EN00055,2016-09-30,none,86399.0
479,479,EN00055,2016-10-01,home,0.0
480,480,EN00055,2016-10-01,none,33300.0
481,481,EN00055,2016-10-02,home,1320.0
482,482,EN00055,2016-10-02,none,39239.0
483,483,EN00055,2016-10-03,home,0.0
484,484,EN00055,2016-10-03,home_store,0.0
485,485,EN00055,2016-10-03,none,4320.0
486,486,EN00055,2016-10-04,home,0.0
487,487,EN00055,2016-10-04,none,37800.0
488,488,EN00055,2016-10-05,none,57719.0
489,489,EN00055,2016-10-06,home,32879.0
490,490,EN00055,2016-10-06,none,51000.0
491,491,EN00055,2016-10-07,home,28740.0
492,492,EN00055,2016-10-07,none,19919.0
493,493,EN00055,2016-10-08,none,86399.0
494,494,EN00055,2016-10-09,home,6360.0
495,495,EN00055,2016-10-09,none,55860.0
496,496,EN00055,2016-10-10,home,3060.0
497,497,EN00055,2016-10-10,home_store,9840.0
498,498,EN00055,2016-10-10,none,3900.000000000001
499,499,EN00055,2016-10-11,home,0.0
500,500,EN00055,2016-10-11,none,33600.0
501,501,EN00055,2016-10-12,none,47040.0
502,502,EN00055,2016-10-13,lodging,40080.0
503,503,EN00055,2016-10-13,none,0.0
504,504,EN00055,2016-10-14,entertainment,420.0
505,505,EN00055,2016-10-14,none,0.0
506,506,EN00055,2016-10-15,none,47759.0
507,507,EN00055,2016-10-16,home,0.0
508,508,EN00055,2016-10-16,none,34620.0
509,509,EN00055,2016-10-16,other,3600.0
510,510,EN00055,2016-10-17,home,11880.0
511,511,EN00055,2016-10-17,none,32880.0
512,512,EN00055,2016-10-18,home,9059.0
513,513,EN00055,2016-10-18,home_store,17280.0
514,514,EN00055,2016-10-18,none,7200.0
515,515,EN00055,2016-10-19,home,28440.0
516,516,EN00055,2016-10-19,none,0.0
517,517,EN00055,2016-10-20,none,57179.0
518,518,EN00055,2016-10-21,entertainment,4860.0
519,519,EN00055,2016-10-21,none,70560.0
520,520,EN00055,2016-10-22,none,68279.0
521,521,EN00055,2016-10-23,none,58080.0
522,522,EN00055,2016-10-24,home,780.0
523,523,EN00055,2016-10-24,none,58019.0
524,524,EN00055,2016-10-25,none,86399.0
525,525,EN00055,2016-10-26,home_store,0.0
526,526,EN00055,2016-10-26,none,32460.0
527,527,EN00055,2016-10-27,home,300.0
528,528,EN00055,2016-10-27,none,14820.000000000002
529,529,EN00055,2016-10-28,home,0.0
530,530,EN00055,2016-10-28,none,21540.0
531,531,EN00055,2016-10-29,home,18119.0
532,532,EN00055,2016-10-29,none,30240.000000000004
533,533,EN00055,2016-10-30,home,32580.000000000004
534,534,EN00055,2016-10-30,none,50279.0
535,535,EN00055,2016-10-31,none,86399.0
536,536,EN00055,2016-11-01,none,57840.0
537,537,EN00055,2016-11-02,home,660.0
538,538,EN00055,2016-11-02,none,32100.0
539,539,EN00055,2016-11-03,none,56519.0
540,540,EN00055,2016-11-04,home,26339.0
541,541,EN00055,2016-11-04,none,57720.0
542,542,EN00055,2016-11-05,home,54660.0
543,543,EN00055,2016-11-05,none,8220.0
544,544,EN00055,2016-11-06,home,15960.000000000002
545,545,EN00055,2016-11-06,none,21359.0
546,546,EN00055,2016-11-07,home,18180.0
547,547,EN00055,2016-11-07,home_store,8280.0
548,548,EN00055,2016-11-07,none,36720.0
549,549,EN00055,2016-11-08,home,17099.0
550,550,EN00055,2016-11-08,none,4380.0
551,551,EN00055,2016-11-09,home,48299.0
552,552,EN00055,2016-11-09,none,18960.0
553,553,EN00055,2016-11-10,home,10139.0
554,554,EN00055,2016-11-10,none,44220.0
555,555,EN00055,2016-11-11,health,3420.0
556,556,EN00055,2016-11-11,home,31319.0
557,557,EN00055,2016-11-11,none,13920.0
558,558,EN00055,2016-11-12,home,38280.0
559,559,EN00055,2016-11-12,none,9780.0
560,560,EN00055,2016-11-13,home,57839.0
561,561,EN00055,2016-11-13,none,9480.0
562,562,EN00055,2016-11-14,home,9780.0
563,563,EN00055,2016-11-14,none,43260.0
564,564,EN00055,2016-11-14,personal_services,2640.0
565,565,EN00055,2016-11-15,home,54239.0
566,566,EN00055,2016-11-15,none,3420.0
567,567,EN00055,2016-11-16,home,39119.0
568,568,EN00055,2016-11-16,none,11700.0
569,569,EN00055,2016-11-17,home,46859.0
570,570,EN00055,2016-11-17,none,34620.0
571,571,EN00055,2016-11-18,home,25080.0
572,572,EN00055,2016-11-18,none,27420.0
573,573,EN00055,2016-11-19,home,0.0
574,574,EN00055,2016-11-19,none,64860.00000000001
575,575,EN00055,2016-11-20,none,58439.00000000001
576,576,EN00055,2016-11-21,none,86399.0
577,577,EN00055,2016-11-22,none,86399.0
578,578,EN00055,2016-11-23,none,86399.0
579,579,EN00055,2016-11-24,home,0.0
580,580,EN00055,2016-11-24,none,43260.0
581,581,EN00055,2016-11-25,home,23459.0
582,582,EN00055,2016-11-25,none,20160.0
583,583,EN00055,2016-11-26,education,3420.0
584,584,EN00055,2016-11-26,home,25980.0
585,585,EN00055,2016-11-26,none,26099.0
586,586,EN00055,2016-11-27,home,48179.0
587,587,EN00055,2016-11-27,none,31560.000000000004
588,588,EN00055,2016-11-28,home,48900.0
589,589,EN00055,2016-11-28,none,0.0
590,590,EN00055,2016-11-29,home,3480.0
591,591,EN00055,2016-11-29,home_store,0.0
592,592,EN00055,2016-11-29,none,17700.0
593,593,EN00055,2016-11-29,personal_services,4740.0
594,594,EN00056,2016-10-26,home,44339.0
595,595,EN00056,2016-10-27,home,54240.0
596,596,EN00056,2016-10-27,none,5280.0
597,597,EN00056,2016-10-28,home,0.0
598,598,EN00056,2016-10-30,home,0.0
599,599,EN00056,2016-10-30,none,0.0
