,test_results,train_results,test_errs,train_errs,reduct_method
0,0.3675841795203908,0.9753623280303712,0.05778926113234723,0.002051723488083962,mean
1,0.3893641816836348,0.9570385836465629,0.047339249135638355,0.0024050325254875364,max
2,0.369933306247525,0.9405127212996357,0.06146266846633489,0.0049218331513953065,min
3,0.3733401958375689,0.971174994954365,0.03347647560875525,0.0020890231223420225,std
4,0.39223772619398645,0.9675069965122294,0.05837487688678292,0.0020699161043596687,median
5,0.3549744384594676,0.9751793337929685,0.058940531070518797,0.002118489150875722,"mean,max"
6,0.3338518081020515,0.9751793337929685,0.06188985400000751,0.002118489150875722,"mean,max,std"
7,0.3510571442960545,0.9751784523203257,0.05375652705021087,0.0022325625632725853,"mean,std"
