partition,train,test,train bal,test bal,train (base),test (base),train bal (base),test bal (base)
P0,0.9520207618104959,0.37673842807963903,0.9573864012047325,0.3082215655279969,0.30790188624162995,0.32561071818962933,0.2,0.2
P1,0.971401027431989,0.5697735910790677,0.9601310854539955,0.3941449922687653,0.555058940788695,0.5616817363781372,0.33333333333333337,0.33333333333333337
P2,0.9688859660829893,0.5049002617006814,0.9714521200206484,0.34171910312956527,0.4543515605943308,0.42590843400094675,0.25,0.2833333333333333
P3,0.9546308291400697,0.41352520017268224,0.9561696313261988,0.35945204605905506,0.33072578847564116,0.3083592597199636,0.25,0.25
P4,0.9479228513477119,0.3527003862726451,0.958975042688072,0.24792899713922215,0.30147228192447467,0.32425034928909396,0.16666666666666669,0.18
P5,0.947921045025014,0.3491836254045835,0.9520983998621002,0.27230480524594863,0.30147131207467587,0.3241090522961209,0.2,0.2
